,RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
9098,9099,15713559,ONYEMAUCHECHUKWU,473,Germany,Female,32,5,146602.25,2,1,1,72946.95,0,0,1,PLATINUM,628
9099,9100,15768881,SAUNDERS,738,France,Male,29,2,0,2,1,1,170421.13,0,0,3,GOLD,252
9100,9101,15743075,KO,659,France,Male,35,6,0,2,1,1,58879.11,0,0,1,GOLD,710
9101,9102,15660980,CAIRNS,597,Spain,Male,38,6,115702.67,2,1,1,25059.05,0,0,4,DIAMOND,486
9102,9103,15810942,CHIEMELA,445,Germany,Female,61,2,137655.31,1,0,1,29909.84,0,0,3,PLATINUM,335
9105,9106,15685476,TSENG,658,France,Male,31,5,100082.14,1,0,1,49809.88,0,0,3,GOLD,967
9107,9108,15617434,YEN,655,Spain,Male,38,9,0,1,0,1,90490.33,0,0,5,PLATINUM,544
9108,9109,15622470,YEH,772,Spain,Male,41,10,96032.22,1,1,1,75825.57,0,0,3,DIAMOND,317
9111,9112,15711062,THOMAS,633,Germany,Male,40,5,86172.81,2,1,1,117279.49,0,0,3,DIAMOND,531
9112,9113,15567339,SHAW,735,France,Male,73,9,0,1,1,1,114283.33,0,0,1,SILVER,393
9113,9114,15760662,FRANCIS,521,Germany,Female,29,2,87212.8,1,1,1,994.86,0,0,1,PLATINUM,836
9118,9119,15804052,SCOTT,710,Spain,Male,23,6,0,2,1,1,134188.11,0,0,4,SILVER,416
9119,9120,15576065,SIMS,731,Spain,Female,40,5,171325.98,1,1,1,159718.27,1,1,2,SILVER,964
9120,9121,15796838,CHIBUGO,703,Spain,Male,58,4,92930.92,1,0,1,85148.78,0,0,4,DIAMOND,243
9122,9123,15748595,STANTON,689,France,Female,29,1,77556.79,2,1,1,122998.26,0,0,2,SILVER,693
9126,9127,15666095,COSTA,753,Spain,Male,51,4,79811.72,2,0,1,68260.27,1,1,1,DIAMOND,956
9129,9130,15747288,FERRI,838,Spain,Female,40,6,61671.19,1,0,1,150659.35,1,1,3,GOLD,228
9130,9131,15790599,YIN,756,Germany,Female,39,5,149363.12,2,1,1,109098.39,0,0,2,DIAMOND,927
9133,9134,15726776,DONNELLY,705,Spain,Male,36,1,111629.29,1,1,1,21807.16,0,0,5,PLATINUM,812
9134,9135,15804357,LOGGIA,481,France,Male,40,3,0,1,1,1,32319.93,0,0,2,GOLD,415
9139,9140,15779904,YOBANNA,597,France,Female,29,5,0,2,1,1,174825.57,0,0,2,GOLD,347
9144,9145,15731463,GBOLIWE,818,Germany,Male,43,10,105301.5,1,1,1,78941.59,0,0,4,DIAMOND,412
9150,9151,15602030,RAMIREZ,717,France,Male,28,4,128206.79,1,1,1,54272.12,0,0,1,SILVER,931
9156,9157,15679551,COLOMBO,504,Spain,Female,46,2,163764.84,1,1,1,165122.55,1,1,2,GOLD,461
9157,9158,15778915,HARRIS,737,France,Female,32,7,128551.36,2,0,1,189402.71,0,0,2,GOLD,314
9158,9159,15568849,BRYAN,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0,0,4,SILVER,645
9160,9161,15753679,MULLAWIRRABURKA,778,France,Male,24,4,0,2,1,1,162809.2,0,0,3,DIAMOND,945
9162,9163,15606097,ZAKHAROV,665,Germany,Male,63,7,104469.58,1,1,1,25165.36,1,1,2,PLATINUM,941
9163,9164,15802368,CH'ENG,608,France,Female,47,6,0,1,1,1,126012.57,0,0,5,SILVER,725
9165,9166,15669946,JEN,663,Germany,Female,46,2,141726.88,1,1,1,58257.23,0,0,1,GOLD,320
9166,9167,15612103,WANG,627,Germany,Female,35,2,137852.96,1,1,1,172269.21,1,1,3,SILVER,803
9170,9171,15616028,T'AO,694,France,Male,30,2,0,3,0,1,15039.41,0,0,4,DIAMOND,392
9171,9172,15660475,NDUBUEZE,411,France,Female,54,9,0,1,0,1,76621.49,0,0,1,PLATINUM,739
9172,9173,15652615,FERRI,742,France,Male,39,8,140004.96,1,1,1,92985.78,0,0,3,SILVER,436
9173,9174,15653572,THORNTON,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,1,1,2,SILVER,831
9174,9175,15628059,DEROSE,529,France,Male,61,1,0,2,1,1,191370.97,0,0,5,SILVER,589
9178,9179,15645637,HUGGINS,798,Germany,Female,39,6,119787.76,1,1,1,164248.33,0,0,2,GOLD,558
9183,9184,15676091,ILOERIKA,543,France,Male,42,7,0,1,1,1,56650.47,0,0,5,SILVER,716
9185,9186,15715078,NKEMAKOLAM,584,France,Male,35,6,161613.94,2,1,1,148238.16,0,0,3,GOLD,416
9186,9187,15569452,BUTLER,652,Germany,Female,58,3,116353.2,2,0,1,193502.9,0,0,4,PLATINUM,949
9187,9188,15628863,CALABRESI,601,France,Male,38,4,60013.81,1,1,1,38020.05,0,0,3,SILVER,895
9188,9189,15778192,NKEMDILIM,628,Spain,Male,28,4,0,2,1,1,176750.81,0,0,3,DIAMOND,997
9192,9193,15791040,VASILYEVA,801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0,0,1,GOLD,760
9198,9199,15670266,SHIH,499,France,Female,28,4,141792.61,1,1,1,22001.91,0,0,2,PLATINUM,695
9205,9206,15758750,IWEOBIEGBUNAM,564,France,Male,31,0,110527.17,1,1,1,87060.77,0,0,2,GOLD,752
9208,9209,15744717,DUFFY,726,France,Female,44,2,0,2,1,1,26733.86,0,0,3,SILVER,655
9210,9211,15792650,WATTS,382,Spain,Male,36,0,0,1,1,1,179540.73,1,1,4,GOLD,659
9212,9213,15605339,BAKER,673,France,Female,37,10,0,2,1,1,37411.35,0,0,4,PLATINUM,450
9214,9215,15812893,COSTA,629,France,Female,39,10,0,2,1,1,43174.49,1,1,3,DIAMOND,733
9215,9216,15624180,GENOVESI,584,Germany,Female,37,10,134171.8,4,1,1,70927.11,1,1,2,DIAMOND,395
9216,9217,15701364,DOHERTY,724,France,Male,30,10,0,2,1,1,54265.55,0,0,1,DIAMOND,315
9217,9218,15762588,KALESKI,644,France,Male,31,5,0,2,1,1,41872.17,0,0,4,GOLD,782
9222,9223,15620750,SUGDEN,559,France,Male,28,3,141099.43,1,1,1,15607.27,0,0,3,PLATINUM,328
9223,9224,15623489,TU,543,France,Female,67,0,128843.67,1,1,1,134612.48,0,0,3,SILVER,809
9224,9225,15667944,ONUCHUKWU,679,France,Male,39,0,86843.61,1,0,1,159830.58,0,0,5,PLATINUM,1000
9225,9226,15584928,UGOCHUKWUTUBELUM,594,Germany,Female,32,4,120074.97,2,1,1,162961.79,0,0,2,DIAMOND,728
9226,9227,15779913,DAVIDSON,586,France,Male,27,5,130231.8,2,1,1,192427.16,0,0,3,PLATINUM,298
9228,9229,15749679,BECK,699,France,Male,39,2,109724.38,1,1,1,180022.39,0,0,2,GOLD,412
9229,9230,15629010,BEAM,847,Germany,Female,35,5,111743.43,1,1,1,183584.14,0,0,5,GOLD,547
9230,9231,15768465,SHEPPARD,582,Germany,Male,35,8,121309.17,2,1,1,28750.67,0,0,2,GOLD,810
9232,9233,15635364,GRAY,618,France,Female,49,9,44301.43,3,1,1,89729.3,1,1,3,DIAMOND,286
9239,9240,15799653,FIORENTINO,583,Germany,Female,32,7,94753.55,2,1,1,18149.03,0,0,5,SILVER,356
9240,9241,15723872,BUCCHO,589,Spain,Female,46,10,0,2,0,1,168369.37,0,0,3,DIAMOND,821
9241,9242,15775627,GORDON,509,France,Male,35,8,0,2,0,1,67431.28,0,0,3,GOLD,825
9243,9244,15815534,GUIDRY,505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0,0,4,PLATINUM,274
9246,9247,15682523,CHIGOZIE,762,France,Male,20,1,139432.55,1,1,1,85606.83,0,0,5,GOLD,415
9249,9250,15795747,SHEPPARD,787,Spain,Female,39,7,171646.76,1,0,1,100791.36,0,0,4,GOLD,318
9250,9251,15607330,VASILYEV,713,Spain,Male,42,0,109121.71,1,0,1,167873.49,0,0,5,GOLD,872
9252,9253,15800805,MAHER,451,France,Female,31,7,140931.82,1,0,1,20388.77,0,0,5,PLATINUM,458
9253,9254,15667321,COCCI,644,Spain,Male,49,10,0,2,1,1,145089.64,0,0,4,SILVER,511
9254,9255,15601116,P'AN,686,France,Male,32,6,0,2,1,1,179093.26,0,0,2,DIAMOND,510
9257,9258,15688689,ESPOSITO,678,Germany,Female,37,8,149000.91,2,1,1,21472.42,0,0,5,DIAMOND,257
9258,9259,15652674,HOU,539,France,Male,20,0,83459.86,1,1,1,146752.67,0,0,4,DIAMOND,814
9260,9261,15649618,TOMLINSON,799,Germany,Female,39,7,167395.6,2,0,1,139537.43,0,0,2,PLATINUM,908
9261,9262,15677117,CRAWFORD,629,France,Female,61,6,0,2,1,1,133672.61,0,0,5,GOLD,803
9262,9263,15751445,CHIKWADO,734,Germany,Female,52,6,71283.09,2,0,1,38984.37,0,0,1,SILVER,618
9263,9264,15749669,HARGREAVES,542,France,Female,31,3,0,2,1,1,115217.59,0,0,1,DIAMOND,945
9264,9265,15656351,LAIDLEY,414,Spain,Male,60,3,0,2,1,1,93844.82,0,0,5,DIAMOND,315
9267,9268,15580912,MCNEILL,748,France,Male,32,5,154737.88,2,1,1,172638.13,0,0,2,PLATINUM,486
9268,9269,15785183,CHUKWUEBUKA,596,Spain,Male,29,2,0,2,1,1,1591.19,0,0,2,DIAMOND,224
9269,9270,15705383,SHEN,642,France,Male,35,4,125476.31,1,1,1,91775.51,0,0,4,PLATINUM,467
9270,9271,15712903,DIAZ,499,France,Female,21,3,176511.08,1,1,1,153920.22,0,0,5,DIAMOND,753
9271,9272,15774285,KENTISH,649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0,0,3,PLATINUM,768
9273,9274,15740160,OKWUKWE,616,France,Male,31,1,0,2,1,1,54706.75,0,0,3,DIAMOND,852
9274,9275,15793425,WATT,560,Spain,Female,33,9,0,1,0,1,183358.21,0,0,1,DIAMOND,531
9275,9276,15749265,CARSLAW,427,Germany,Male,42,1,75681.52,1,1,1,57098,0,0,5,SILVER,418
9277,9278,15604832,HSIA,633,France,Male,29,7,0,1,1,1,130224.73,0,0,4,DIAMOND,660
9279,9280,15573854,CHUKWUJEKWU,727,France,Male,62,5,0,2,0,1,38652.96,0,0,5,GOLD,599
9280,9281,15614847,TOWNSEND,674,France,Female,45,6,72494.69,1,0,1,140041.78,0,0,3,DIAMOND,839
9281,9282,15679966,MARSH,661,France,Female,31,3,133964.3,1,1,1,166187.1,0,0,2,PLATINUM,508
9284,9285,15705544,MA,633,France,Male,61,3,157201.48,1,0,1,50368.63,0,0,1,PLATINUM,343
9286,9287,15586523,PATEN,720,Germany,Female,29,7,106230.92,1,1,1,69903.93,1,1,1,SILVER,747
9287,9288,15609176,CAWTHORNE,688,France,Female,32,5,0,2,0,1,177607.77,0,0,2,SILVER,864
9289,9290,15676810,JEN,561,France,Female,31,1,81480.27,2,1,1,65234.6,0,0,1,DIAMOND,666
9290,9291,15634591,SAUNDERS,850,France,Male,33,8,73059.38,1,1,1,186281,0,0,5,PLATINUM,430
9291,9292,15679804,ESQUIVEL,636,France,Male,36,5,117559.05,2,1,1,111573.3,0,0,4,SILVER,302
9292,9293,15677764,CHAO,461,Germany,Female,74,1,186445.31,2,1,1,196767.83,0,0,3,GOLD,885
9294,9295,15574608,SIDOROVA,713,France,Male,36,8,133889.35,1,1,1,143265.65,0,0,1,SILVER,357
9295,9296,15740868,PIROGOVA,658,Germany,Female,45,9,134562.8,1,1,1,159268.67,0,0,5,DIAMOND,528
9296,9297,15702442,BENSON,586,Germany,Female,56,9,100781.75,2,1,1,54448.41,0,0,3,PLATINUM,877
9302,9303,15752534,MIRONOV,744,France,Male,36,10,0,2,1,1,182867.84,0,0,5,SILVER,632
9306,9307,15643330,CHUKWUEMEKA,594,France,Male,37,2,0,2,0,1,95864.5,0,0,4,DIAMOND,303
9307,9308,15680405,P'ENG,685,France,Male,40,2,168001.34,2,1,1,167400.29,0,0,2,GOLD,272
9308,9309,15728683,LOMBARDO,742,France,Male,27,0,0,2,0,1,131534.96,0,0,1,GOLD,905
9309,9310,15621644,LOMBARDI,678,Germany,Male,83,6,123356.63,1,0,1,92934.41,0,0,4,DIAMOND,753
9310,9311,15733032,BUTLER,651,Spain,Male,47,2,0,2,1,1,119808.64,0,0,5,PLATINUM,758
9314,9315,15645371,CAMERON,613,Germany,Female,51,7,147262.11,1,1,1,53630.9,1,1,1,SILVER,669
9318,9319,15611786,TSUI,668,Spain,Female,69,9,0,1,0,1,134483.07,0,0,5,PLATINUM,397
9319,9320,15575486,OKOLI,529,France,Female,27,1,0,2,1,1,37769.98,0,0,5,PLATINUM,333
9320,9321,15780215,BERRY,636,France,Male,31,6,0,2,1,1,2382.61,0,0,3,SILVER,875
9324,9325,15778489,BOLTON,780,Germany,Male,71,9,142550.25,2,1,1,122506.78,0,0,1,PLATINUM,408
9325,9326,15786389,CHUANG,635,Spain,Female,41,10,0,2,1,1,61994.2,0,0,5,PLATINUM,883
9326,9327,15601787,GRECO,641,Germany,Male,35,2,103711.56,1,0,1,192464.21,1,1,2,PLATINUM,267
9327,9328,15624715,MA,593,Spain,Female,40,2,0,1,1,1,5194.95,0,0,2,SILVER,678
9329,9330,15572073,YAO,663,Spain,Male,35,5,0,2,1,1,62634.94,0,0,5,SILVER,252
9330,9331,15780256,PALFREYMAN,630,France,Male,34,9,0,2,1,1,114006.35,0,0,5,DIAMOND,348
9331,9332,15659305,WEBSTER,605,Germany,Male,19,8,166133.28,1,1,1,107994.99,0,0,5,DIAMOND,870
9333,9334,15714680,BIANCHI,755,France,Female,78,5,121206.96,1,1,1,76016.49,0,0,5,PLATINUM,554
9334,9335,15777217,SOMADINA,641,Spain,Male,25,10,0,2,1,1,180808.39,0,0,4,DIAMOND,586
9337,9338,15797751,PAI,466,Germany,Female,47,5,102085.72,1,1,1,183536.24,1,1,2,GOLD,692
9338,9339,15691543,LENNOX,558,Germany,Male,58,2,142537.18,1,1,1,88791.83,0,0,3,DIAMOND,487
9339,9340,15722845,MELDRUM,665,Spain,Male,29,1,182781.74,2,1,1,63732.9,0,0,4,GOLD,943
9341,9342,15702061,FINDLAY,654,France,Male,29,7,0,2,1,1,149184.15,0,0,3,GOLD,795
9345,9346,15758048,MIAH,582,France,Male,50,2,148942,1,1,1,116944.3,0,0,1,PLATINUM,612
9346,9347,15805681,CHAMBERLAIN,716,France,Male,41,9,0,1,1,1,113267.48,0,0,1,SILVER,237
9347,9348,15802809,VIDAL,660,Spain,Female,36,0,84438.57,1,1,1,181449.51,0,0,4,DIAMOND,699
9350,9351,15689344,MONTGOMERY,615,Spain,Male,42,4,0,3,0,1,120321.09,0,0,5,PLATINUM,757
9351,9352,15606076,GOLUBEV,718,Germany,Male,63,7,123204.88,1,1,1,100538.8,0,0,1,SILVER,831
9353,9354,15693926,PAN,670,Spain,Male,37,0,178742.71,1,1,1,194493.57,0,0,3,DIAMOND,345
9354,9355,15791501,CARROLL,590,France,Male,43,8,0,2,1,1,143628.31,0,0,2,SILVER,363
9357,9358,15814405,CHESNOKOVA,418,France,Female,46,9,0,1,1,1,81014.5,1,1,2,GOLD,768
9358,9359,15729359,CHAMBERS,837,France,Female,29,9,0,2,1,1,41866.26,0,0,4,SILVER,374
9360,9361,15671934,VEALE,552,Germany,Male,39,2,132906.88,1,0,1,149384.43,0,0,2,SILVER,718
9361,9362,15641773,BROWNE,580,Germany,Male,45,2,179334.83,2,1,1,169303.65,0,0,5,SILVER,928
9362,9363,15701972,PARSONS,684,France,Male,35,3,137179.39,1,1,1,37264.11,0,0,5,DIAMOND,981
9363,9364,15749114,BAILEY,634,Spain,Male,35,3,0,2,1,1,19515.48,0,0,2,SILVER,332
9365,9366,15753229,GENOVESE,802,France,Male,29,9,127414.55,1,1,1,134459.12,0,0,2,GOLD,944
9369,9370,15795458,MCMILLAN,718,Spain,Female,39,2,0,1,1,1,52138.49,0,0,2,PLATINUM,431
9371,9372,15781987,AKHTAR,641,France,Male,31,9,112494.99,1,1,1,32231.6,0,0,4,GOLD,565
9372,9373,15775826,IADANZA,677,France,Male,30,1,78133.15,1,0,1,174225.88,0,0,5,PLATINUM,926
9374,9375,15632538,WATSON,658,Spain,Female,32,5,145553.07,1,1,1,31484.76,0,0,5,DIAMOND,528
9379,9380,15626042,WEBB,690,Spain,Female,26,2,0,2,1,1,93255.85,0,0,3,GOLD,568
9380,9381,15597109,VANZETTI,627,France,Male,70,1,94416.78,1,0,1,145299.5,0,0,2,DIAMOND,784
9381,9382,15756148,NNANNA,765,Spain,Male,45,2,91549.78,1,1,1,47139.44,0,0,3,PLATINUM,926
9382,9383,15665634,CAMPBELL,645,France,Female,38,7,59568.57,1,1,1,167723.25,0,0,3,GOLD,902
9383,9384,15739997,CAPON,716,France,Female,23,2,94464.81,2,0,1,185900.88,0,0,5,PLATINUM,351
9385,9386,15759244,BOONE,687,Germany,Male,44,8,95368.14,2,1,1,1787.85,0,0,3,GOLD,619
9388,9389,15707138,NAGY,679,Spain,Male,39,5,0,2,1,1,100060.54,0,0,1,PLATINUM,338
9389,9390,15756954,LOMBARDO,538,France,Female,32,2,0,1,1,1,80130.54,0,0,3,PLATINUM,559
9390,9391,15619130,SIMPSON,752,Germany,Female,37,5,113291.05,2,1,1,132467.54,0,0,1,SILVER,264
9391,9392,15639665,HERBERT,846,Spain,Male,61,0,0,2,1,1,96202.44,0,0,1,PLATINUM,292
9394,9395,15615753,UPCHURCH,597,Germany,Female,35,8,131101.04,1,1,1,192852.67,0,0,3,SILVER,758
9395,9396,15800961,UGORJI,627,Germany,Male,52,1,76101.81,2,0,1,177238.35,0,0,4,PLATINUM,364
9397,9398,15672467,COLES,766,France,Female,52,7,92510.9,2,0,1,66193.61,0,0,5,DIAMOND,839
9398,9399,15752915,HSUEH,488,France,Female,34,2,0,2,1,1,181270.84,0,0,2,PLATINUM,557
9399,9400,15744695,TU,694,France,Male,39,5,77652.4,1,1,1,25407.59,0,0,3,GOLD,350
9402,9403,15674156,TRETIAKOVA,810,Germany,Male,69,3,27288.43,1,1,1,110509.9,0,0,3,SILVER,618
9405,9406,15807900,CHINEZE,575,France,Male,36,7,0,1,1,1,55868.97,1,1,4,GOLD,689
9406,9407,15743760,DAVIDSON,850,France,Male,31,6,131996.66,2,1,1,178747.43,0,0,4,SILVER,655
9407,9408,15652835,LIANG,419,Spain,Female,27,2,121580.42,1,0,1,134720.51,0,0,5,DIAMOND,851
9409,9410,15591150,NWEBUBE,570,Spain,Male,34,10,0,2,0,1,183387.12,0,0,4,SILVER,568
9418,9419,15643794,BENNETT,639,Spain,Female,27,2,0,1,1,1,82938.99,0,0,4,GOLD,520
9419,9420,15798605,TIEN,686,Germany,Male,26,1,57422.62,1,1,1,79189.4,0,0,1,SILVER,612
9420,9421,15637324,KAY,657,France,Female,28,7,0,2,0,1,5177.62,0,0,5,SILVER,352
9424,9425,15666200,LOMBARDO,689,France,Female,40,1,0,2,1,1,119446.64,0,0,4,SILVER,501
9425,9426,15683977,OWENS,687,Spain,Female,72,4,0,2,1,1,50267.69,0,0,3,GOLD,595
9428,9429,15752984,CHIFLEY,737,France,Female,70,9,87542.89,2,1,1,42576.86,0,0,4,DIAMOND,631
9429,9430,15577913,OLIVER,651,France,Female,32,8,144581.96,1,1,1,87609.5,0,0,1,SILVER,853
9430,9431,15591980,HILL,753,France,Male,33,5,122568.05,2,1,1,82820.85,0,0,4,GOLD,491
9431,9432,15598948,DEROSE,523,Spain,Female,24,5,172231.93,1,0,1,155144.12,0,0,5,GOLD,557
9432,9433,15574142,CHUANG,458,Germany,Female,28,2,171932.26,2,1,1,9578.24,0,0,4,GOLD,582
9433,9434,15582903,EDWARDS,643,France,Male,39,7,0,2,1,1,170392.59,0,0,3,PLATINUM,677
9435,9436,15635752,LO,685,Germany,Male,38,4,111798.06,2,1,1,102184.66,0,0,2,SILVER,416
9437,9438,15804864,CHU,670,France,Female,27,5,79336.61,1,1,1,26170.08,0,0,5,DIAMOND,245
9439,9440,15692226,ONWUMELU,705,France,Female,31,3,142905.51,1,1,1,58134.97,0,0,4,SILVER,551
9442,9443,15606552,AKABUEZE,741,France,Male,37,9,105261.76,2,1,1,149503.54,0,0,1,PLATINUM,523
9443,9444,15687001,CHIEMENAM,596,Germany,Male,54,1,123544,1,1,1,120314.75,1,1,3,DIAMOND,600
9444,9445,15781903,ODINAKACHUKWU,581,Germany,Male,41,2,127913.71,2,1,1,44205.95,0,0,2,SILVER,503
9446,9447,15580953,FORBES,544,France,Male,30,4,73218.89,1,0,1,126796.69,0,0,2,SILVER,846
9447,9448,15810390,AMADI,718,France,Female,41,1,0,2,0,1,27509.52,1,1,4,PLATINUM,982
9449,9450,15615444,Y?AN,663,Germany,Male,28,8,123674.28,2,1,1,87985.2,0,0,1,SILVER,925
9453,9454,15769402,CARPENTER,667,France,Male,27,7,156811.74,1,1,1,149402.59,0,0,4,PLATINUM,277
9454,9455,15739248,LIN,727,France,Male,52,4,0,2,1,1,118429.02,0,0,1,SILVER,647
9455,9456,15603481,ROBINSON,689,Spain,Female,55,4,0,2,1,1,58442.25,0,0,2,PLATINUM,977
9457,9458,15797822,KINGSLEY,678,France,Male,28,2,109137.12,1,1,1,58814.41,0,0,2,GOLD,433
9460,9461,15581089,KNIGHT,744,Spain,Male,35,7,0,2,1,1,43036.6,0,0,5,SILVER,784
9461,9462,15728605,HUNG,697,France,Male,40,4,0,2,0,1,26543.28,0,0,4,GOLD,360
9463,9464,15714789,PEREZ,664,France,Male,24,7,0,1,0,1,35611.35,0,0,2,GOLD,607
9465,9466,15815259,FANG,835,France,Female,56,2,0,2,1,1,39820.13,0,0,5,PLATINUM,625
9469,9470,15674573,GEARHART,713,France,Female,25,4,121172.97,1,1,1,56268.98,0,0,3,GOLD,993
9470,9471,15694859,MCLEAN,751,Germany,Female,28,10,132932.14,2,1,1,46630.47,0,0,5,DIAMOND,411
9471,9472,15776404,WILLIAMSON,523,France,Male,22,8,123374.46,1,1,1,124906.59,0,0,4,PLATINUM,862
9472,9473,15579345,MURPHY,775,Germany,Female,74,0,161371.5,1,1,1,134869.93,0,0,5,PLATINUM,322
9474,9475,15631481,THOMSON,673,France,Male,51,8,79563.36,2,1,1,172200.91,0,0,3,PLATINUM,419
9483,9484,15675983,WOOD,692,France,Female,36,3,79551.12,1,0,1,178267.07,0,0,2,SILVER,591
9484,9485,15622370,BOYLE,813,Germany,Male,30,1,116416.94,1,0,1,85808.22,0,0,1,DIAMOND,892
9486,9487,15605130,SECCOMBE,753,France,Male,32,6,177729.13,1,1,1,161642.08,0,0,3,SILVER,987
9487,9488,15672574,USPENSKAYA,850,Spain,Female,32,5,0,1,1,1,3830.59,0,0,2,SILVER,979
9488,9489,15659355,MCKENZIE,671,Spain,Male,32,6,123912.78,2,1,1,146636.44,0,0,1,PLATINUM,748
9489,9490,15777907,LIANG,791,France,Female,33,3,0,1,1,1,144413.92,1,1,5,SILVER,653
9490,9491,15655171,YERMAKOVA,624,France,Male,80,3,0,1,1,1,65801.44,0,0,1,PLATINUM,387
9491,9492,15619674,WHITE,649,France,Female,35,4,108306.44,1,1,1,192486.24,0,0,1,PLATINUM,932
9493,9494,15617657,TS'AI,664,France,Female,36,0,103502.22,1,1,1,146191.82,0,0,2,SILVER,825
9494,9495,15688951,STONEMAN,789,Germany,Male,43,8,119654.44,2,0,1,148412.24,1,1,5,PLATINUM,570
9497,9498,15617454,IFEATU,684,France,Female,25,1,0,2,0,1,144978.47,0,0,2,DIAMOND,904
9498,9499,15701932,MILLAR,586,France,Female,52,6,140900.97,1,1,1,67288.89,0,0,3,SILVER,396
9500,9501,15645600,OBIDIMKPA,739,Spain,Female,27,8,98926.4,1,1,1,106969.98,0,0,2,GOLD,474
9501,9502,15634146,HOU,835,Germany,Male,18,2,142872.36,1,1,1,117632.63,0,0,3,GOLD,650
9502,9503,15686743,MOODY,790,Spain,Male,29,3,46057.96,2,1,1,189777.66,0,0,3,SILVER,312
9503,9504,15698792,KELDIE,671,France,Female,48,6,119769.77,1,0,1,66032.65,0,0,2,DIAMOND,475
9505,9506,15571281,TS'AO,651,France,Male,28,10,79562.98,1,1,1,74687.37,0,0,3,SILVER,251
9506,9507,15661380,WALKER,682,France,Male,69,6,0,2,0,1,149604.18,0,0,2,PLATINUM,547
9507,9508,15728885,DEFALCO,808,France,Male,41,0,0,1,1,1,79888.78,0,0,3,GOLD,398
9508,9509,15618950,LO DUCA,644,Spain,Male,26,8,96659.64,2,1,1,138775.69,0,0,1,GOLD,384
9510,9511,15735849,KANAYOCHUKWU,617,France,Female,26,2,165947.99,2,0,1,168834.38,0,0,5,GOLD,319
9512,9513,15618155,TS'UI,663,France,Male,45,5,83195.12,1,1,1,48682.1,0,0,2,GOLD,290
9513,9514,15566378,TILLMAN,515,France,Male,48,5,129387.94,1,0,1,147955.91,1,1,3,SILVER,269
9514,9515,15565879,RILEY,845,France,Female,28,9,0,2,1,1,56185.98,0,0,5,SILVER,243
9515,9516,15792922,TU,639,Spain,Male,38,9,130233.14,1,1,1,81861.1,0,0,4,PLATINUM,345
9516,9517,15770567,RUIZ,557,France,Female,32,3,123502.53,1,1,1,69826.8,0,0,4,DIAMOND,723
9517,9518,15738042,GOLIWE,543,Germany,Male,37,8,140894.06,2,1,1,118059.19,0,0,1,GOLD,623
9518,9519,15714920,BALASHOV,585,Germany,Male,44,7,163867.86,1,1,1,112333.22,0,0,1,PLATINUM,473
9522,9523,15664504,BEEDE,418,France,Male,35,7,0,2,1,1,88878.15,0,0,3,DIAMOND,530
9526,9527,15665521,CHIAZAGOMEKPELE,642,Germany,Male,18,5,111183.53,2,0,1,10063.75,0,0,5,GOLD,642
9527,9528,15682868,ELLIOTT,850,France,Female,40,9,99816.46,1,1,1,163989.66,1,1,3,PLATINUM,873
9529,9530,15661708,SHE,508,France,Female,41,5,0,2,1,1,94170.84,0,0,3,PLATINUM,821
9531,9532,15717010,YU,741,France,Female,60,5,0,1,1,1,38914.51,0,0,1,PLATINUM,563
9532,9533,15643828,TENG,592,France,Male,29,7,0,2,1,1,91196.67,0,0,5,GOLD,624
9535,9536,15581551,YOBACHUKWU,850,Spain,Male,41,8,132838.07,1,1,1,175347.28,0,0,4,DIAMOND,751
9539,9540,15590337,GOLUBOV,659,France,Male,29,6,123192.12,1,1,1,56971.41,1,1,1,DIAMOND,783
9541,9542,15669290,FAN,603,France,Male,38,8,59360.77,1,1,1,191457.06,0,0,1,GOLD,583
9542,9543,15621140,NWEBUBE,644,Spain,Male,37,9,0,2,1,1,96442.86,0,0,2,DIAMOND,577
9543,9544,15613518,BELLUCCI,647,France,Female,35,6,112668.7,1,0,1,122584.29,0,0,3,PLATINUM,525
9545,9546,15570073,MARIAN,721,Spain,Male,57,1,0,1,1,1,195940.96,0,0,4,PLATINUM,226
9546,9547,15777033,CHIZOBA,524,France,Male,29,7,0,2,1,1,105448.74,0,0,3,PLATINUM,717
9547,9548,15682454,MCFARLAND,626,France,Female,34,3,0,2,1,1,37870.29,0,0,1,SILVER,604
9550,9551,15721715,FANE,769,France,Female,40,9,133871.05,1,1,1,50568.02,0,0,4,PLATINUM,887
9552,9553,15772009,SCOTT,664,France,Female,41,5,0,1,1,1,152054.33,0,0,5,PLATINUM,550
9557,9558,15757310,OTITODILICHUKWU,655,Germany,Male,67,6,148363.38,1,1,1,186995.17,0,0,5,PLATINUM,241
9559,9560,15761706,Y?AN,705,Spain,Female,39,8,144102.32,1,1,1,11682.36,0,0,2,GOLD,219
9560,9561,15658409,MAO,686,France,Male,41,5,128876.71,3,1,1,106939.34,1,1,5,DIAMOND,339
